pair_id,source_url,canonical_url,contenido_transferido,contenido_descartado_por_repeticion,evidencia_de_igualdad,criterio_local_canonical,redirect_implementado,sitemap_actualizado,enlaces_internos_actualizados,resultado_final
13296,https://www.kronosolopromocionales.com/productos/mini-linterna-ozen-nuevo-13296/,https://www.kronosolopromocionales.com/productos/mini-linterna-ozen-13296/,ninguno — sin dato factual exclusivo relevante en la fuente,"features/useCases de la fuente (plantilla genérica sin dato factual nuevo, ya cubierto conceptualmente por el canónico)",misma imagen; sku final compartido 13296; categoryId canónico=iluminacion vs fuente=novedades,se mantiene el lado con description + quality_score + last_ai_update reales (contenido final del pipeline de IA) sobre el lado preliminar/plantilla,true,true,n/a (sin enlaces internos estáticos detectados hacia la fuente),IMPLEMENTED
13297,https://www.kronosolopromocionales.com/productos/medidor-de-presion-para-neumaticos-nuevo-13297/,https://www.kronosolopromocionales.com/productos/medidor-de-presion-para-neumaticos-13297/,ninguno — sin dato factual exclusivo relevante en la fuente,"features/useCases de la fuente (plantilla genérica sin dato factual nuevo, ya cubierto conceptualmente por el canónico)",misma imagen; sku final compartido 13297; categoryId canónico=herramientas vs fuente=novedades,se mantiene el lado con description + quality_score + last_ai_update reales (contenido final del pipeline de IA) sobre el lado preliminar/plantilla,true,true,n/a (sin enlaces internos estáticos detectados hacia la fuente),IMPLEMENTED
13298,https://www.kronosolopromocionales.com/productos/speaker-bluetooth-novark-nuevo-13298/,https://www.kronosolopromocionales.com/productos/speaker-bluetooth-novark-13298/,ninguno — sin dato factual exclusivo relevante en la fuente,"features/useCases de la fuente (plantilla genérica sin dato factual nuevo, ya cubierto conceptualmente por el canónico)",misma imagen; sku final compartido 13298; categoryId canónico=ecologia vs fuente=novedades,se mantiene el lado con description + quality_score + last_ai_update reales (contenido final del pipeline de IA) sobre el lado preliminar/plantilla,true,true,n/a (sin enlaces internos estáticos detectados hacia la fuente),IMPLEMENTED
13299,https://www.kronosolopromocionales.com/productos/teclado-bluetooth-orbi-nuevo-13299/,https://www.kronosolopromocionales.com/productos/teclado-bluetooth-orbi-13299/,ninguno — sin dato factual exclusivo relevante en la fuente,"features/useCases de la fuente (plantilla genérica sin dato factual nuevo, ya cubierto conceptualmente por el canónico)",misma imagen; sku final compartido 13299; categoryId canónico=tecnologia vs fuente=novedades,se mantiene el lado con description + quality_score + last_ai_update reales (contenido final del pipeline de IA) sobre el lado preliminar/plantilla,true,true,n/a (sin enlaces internos estáticos detectados hacia la fuente),IMPLEMENTED
13300,https://www.kronosolopromocionales.com/productos/mouse-inalambrico-lumo-nuevo-13300/,https://www.kronosolopromocionales.com/productos/mouse-inalambrico-lumo-13300/,ninguno — sin dato factual exclusivo relevante en la fuente,"features/useCases de la fuente (plantilla genérica sin dato factual nuevo, ya cubierto conceptualmente por el canónico)",misma imagen; sku final compartido 13300; categoryId canónico=tecnologia vs fuente=novedades,se mantiene el lado con description + quality_score + last_ai_update reales (contenido final del pipeline de IA) sobre el lado preliminar/plantilla,true,true,n/a (sin enlaces internos estáticos detectados hacia la fuente),IMPLEMENTED
10690,https://www.kronosolopromocionales.com/productos/bolsa-en-algodon-botanik-10690/,https://www.kronosolopromocionales.com/productos/bolsa-en-algodon-botanik-100gr-10690/,ninguno — sin dato factual exclusivo relevante en la fuente,"features/useCases de la fuente (plantilla genérica sin dato factual nuevo, ya cubierto conceptualmente por el canónico)",misma imagen; sku final compartido 10690; categoryId canónico=maletines vs fuente=variedades,se mantiene el lado con description + quality_score + last_ai_update reales (contenido final del pipeline de IA) sobre el lado preliminar/plantilla,true,true,n/a (sin enlaces internos estáticos detectados hacia la fuente),IMPLEMENTED
10691,https://www.kronosolopromocionales.com/productos/bolsa-en-algodon-con-fuelle-10691/,https://www.kronosolopromocionales.com/productos/bolsa-en-algodon-con-fuelle-100gr-10691/,ninguno — sin dato factual exclusivo relevante en la fuente,"features/useCases de la fuente (plantilla genérica sin dato factual nuevo, ya cubierto conceptualmente por el canónico)",misma imagen; sku final compartido 10691; categoryId canónico=maletines vs fuente=ecologia,se mantiene el lado con description + quality_score + last_ai_update reales (contenido final del pipeline de IA) sobre el lado preliminar/plantilla,true,true,n/a (sin enlaces internos estáticos detectados hacia la fuente),IMPLEMENTED
5693,https://www.kronosolopromocionales.com/productos/paraguas-trendy-poliester-27-fibra-de-vidrio-5693/,https://www.kronosolopromocionales.com/productos/paraguas-trendy-poliester-27-5693/,ver commit — hecho factual aditivo fusionado,"features/useCases de la fuente (plantilla genérica sin dato factual nuevo, ya cubierto conceptualmente por el canónico)",misma imagen; sku final compartido 5693; categoryId canónico=paraguas vs fuente=paraguas,se mantiene el lado con description + quality_score + last_ai_update reales (contenido final del pipeline de IA) sobre el lado preliminar/plantilla,true,true,n/a (sin enlaces internos estáticos detectados hacia la fuente),IMPLEMENTED
9753,https://www.kronosolopromocionales.com/productos/set-enfriador-de-vino-chill-precio-bomba-9753/,https://www.kronosolopromocionales.com/productos/set-enfriador-de-vino-chill-9753/,ninguno — sin dato factual exclusivo relevante en la fuente,"features/useCases de la fuente (plantilla genérica sin dato factual nuevo, ya cubierto conceptualmente por el canónico)",misma imagen; sku final compartido 9753; categoryId canónico=precio-bomba vs fuente=variedades,se mantiene el lado con description + quality_score + last_ai_update reales (contenido final del pipeline de IA) sobre el lado preliminar/plantilla,true,true,n/a (sin enlaces internos estáticos detectados hacia la fuente),IMPLEMENTED
6048,https://www.kronosolopromocionales.com/productos/estuche-doble-regal-6048/,https://www.kronosolopromocionales.com/productos/estuche-doble-regal-prod-nacional-6048/,ninguno — sin dato factual exclusivo relevante en la fuente,"features/useCases de la fuente (plantilla genérica sin dato factual nuevo, ya cubierto conceptualmente por el canónico)",misma imagen; sku final compartido 6048; categoryId canónico=produccion-nacional vs fuente=escritura,se mantiene el lado con description + quality_score + last_ai_update reales (contenido final del pipeline de IA) sobre el lado preliminar/plantilla,true,true,n/a (sin enlaces internos estáticos detectados hacia la fuente),IMPLEMENTED
9680,https://www.kronosolopromocionales.com/productos/set-de-cafe-eco-precio-bomba-9680/,https://www.kronosolopromocionales.com/productos/set-de-cafe-eco-9680/,ninguno — sin dato factual exclusivo relevante en la fuente,"features/useCases de la fuente (plantilla genérica sin dato factual nuevo, ya cubierto conceptualmente por el canónico)",misma imagen; sku final compartido 9680; categoryId canónico=precio-bomba vs fuente=escritura,se mantiene el lado con description + quality_score + last_ai_update reales (contenido final del pipeline de IA) sobre el lado preliminar/plantilla,true,true,n/a (sin enlaces internos estáticos detectados hacia la fuente),IMPLEMENTED
7330,https://www.kronosolopromocionales.com/productos/balmax-stylus-precio-bomba-7330/,https://www.kronosolopromocionales.com/productos/balmax-stylus-7330/,ninguno — sin dato factual exclusivo relevante en la fuente,"features/useCases de la fuente (plantilla genérica sin dato factual nuevo, ya cubierto conceptualmente por el canónico)",misma imagen; sku final compartido 7330; categoryId canónico=precio-bomba vs fuente=escritura,se mantiene el lado con description + quality_score + last_ai_update reales (contenido final del pipeline de IA) sobre el lado preliminar/plantilla,true,true,n/a (sin enlaces internos estáticos detectados hacia la fuente),IMPLEMENTED
6530,https://www.kronosolopromocionales.com/productos/motobike-master-kit-la-herramienta-que-tu-moto-necesita-6530/,https://www.kronosolopromocionales.com/productos/set-de-herramientas-motobike-6530/,ninguno (descartado por política) — la fuente contenía reclamos de disponibilidad no verificados y/o referencia de mercado incorrecta (no Ecuador); no se fusiona ningún dato de la fuente,todo el contenido de la fuente (ver nota de política),misma imagen; sku final compartido 6530; categoryId canónico=herramientas vs fuente=automovil,se mantiene el lado sin reclamos de disponibilidad fabricados ni referencias de mercado incorrectas,true,true,n/a (sin enlaces internos estáticos detectados hacia la fuente),IMPLEMENTED
10250,https://www.kronosolopromocionales.com/productos/set-de-herramientas-con-lampara-led-precio-bomba-10250/,https://www.kronosolopromocionales.com/productos/set-de-herramientas-con-lampara-led-10250/,ninguno — sin dato factual exclusivo relevante en la fuente,"features/useCases de la fuente (plantilla genérica sin dato factual nuevo, ya cubierto conceptualmente por el canónico)",misma imagen; sku final compartido 10250; categoryId canónico=precio-bomba vs fuente=herramientas,se mantiene el lado con description + quality_score + last_ai_update reales (contenido final del pipeline de IA) sobre el lado preliminar/plantilla,true,true,n/a (sin enlaces internos estáticos detectados hacia la fuente),IMPLEMENTED
7991,https://www.kronosolopromocionales.com/productos/set-de-destornilladores-everest-precio-bomba-7991/,https://www.kronosolopromocionales.com/productos/set-de-destornilladores-everest-7991/,ninguno — sin dato factual exclusivo relevante en la fuente,"features/useCases de la fuente (plantilla genérica sin dato factual nuevo, ya cubierto conceptualmente por el canónico)",misma imagen; sku final compartido 7991; categoryId canónico=precio-bomba vs fuente=herramientas,se mantiene el lado con description + quality_score + last_ai_update reales (contenido final del pipeline de IA) sobre el lado preliminar/plantilla,true,true,n/a (sin enlaces internos estáticos detectados hacia la fuente),IMPLEMENTED
10677,https://www.kronosolopromocionales.com/productos/molde-de-silicona-ice-face-precio-bomba-10677/,https://www.kronosolopromocionales.com/productos/molde-de-silicona-ice-face-10677/,ninguno — sin dato factual exclusivo relevante en la fuente,"features/useCases de la fuente (plantilla genérica sin dato factual nuevo, ya cubierto conceptualmente por el canónico)",misma imagen; sku final compartido 10677; categoryId canónico=precio-bomba vs fuente=hogar,se mantiene el lado con description + quality_score + last_ai_update reales (contenido final del pipeline de IA) sobre el lado preliminar/plantilla,true,true,n/a (sin enlaces internos estáticos detectados hacia la fuente),IMPLEMENTED
13334,https://www.kronosolopromocionales.com/productos/mini-herramientero-blazor-nuevo-13334/,https://www.kronosolopromocionales.com/productos/mini-herramientero-blazor-13334/,ninguno — sin dato factual exclusivo relevante en la fuente,"features/useCases de la fuente (plantilla genérica sin dato factual nuevo, ya cubierto conceptualmente por el canónico)",misma imagen; sku final compartido 13334; categoryId canónico=iluminacion vs fuente=herramientas,se mantiene el lado con description + quality_score + last_ai_update reales (contenido final del pipeline de IA) sobre el lado preliminar/plantilla,true,true,n/a (sin enlaces internos estáticos detectados hacia la fuente),IMPLEMENTED
4727,https://www.kronosolopromocionales.com/productos/memoria-usb-carabinero-precio-neto-4727/,https://www.kronosolopromocionales.com/productos/memoria-usb-carabinero-precio-neto-oferta-4727/,ninguno — sin dato factual exclusivo relevante en la fuente,"features/useCases de la fuente (plantilla genérica sin dato factual nuevo, ya cubierto conceptualmente por el canónico)",misma imagen; sku final compartido 4727; categoryId canónico=memorias-usb vs fuente=tecnologia,se mantiene el lado con description + quality_score + last_ai_update reales (contenido final del pipeline de IA) sobre el lado preliminar/plantilla,true,true,n/a (sin enlaces internos estáticos detectados hacia la fuente),IMPLEMENTED
